conference,year,teamId,team,conferenceGames_games,conferenceGames_wins,conferenceGames_losses,conferenceGames_ties,homeGames_games,homeGames_wins,homeGames_losses,homeGames_ties,awayGames_games,awayGames_wins,awayGames_losses,awayGames_ties,total_games,total_wins,total_losses,total_ties
American Athletic,2024,242,Rice,8,3,5,0,6,4,2,0,6,0,6,0,12,4,8,0
Ohio,2024,191,Heidelberg,9,4,5,0,5,2,3,0,5,3,2,0,10,5,5,0
Great American,2024,2033,Arkansas Tech,11,5,6,0,5,2,3,0,6,3,3,0,11,5,6,0
MSCAC,2024,293,Castleton,9,2,7,0,5,1,4,0,5,2,3,0,10,3,7,0
Southern Athletic,2024,2121,Centre College Kentucky,7,6,1,0,5,5,0,0,6,3,3,0,11,8,3,0
Southern Athletic,2024,2588,Southwestern University,7,2,5,0,4,2,2,0,6,2,4,0,10,4,6,0
Big Ten,2024,194,Ohio State,10,8,2,0,9,8,1,0,3,2,1,0,16,14,2,0
USA South,2024,2913,Brevard College,8,5,2,1,5,3,2,0,4,2,1,1,10,6,3,1
CIAA,2024,124180,Bluefield State,8,0,8,0,4,0,4,0,6,1,5,0,10,1,9,0
New Jersey,2024,2871,Kean,6,2,4,0,5,1,4,0,5,1,4,0,10,2,8,0
Pioneer,2024,2900,St. Thomas (MN),8,5,3,0,7,4,3,0,5,2,3,0,12,6,6,0
Ohio,2024,424,Capital,9,1,8,0,5,1,4,0,5,0,5,0,10,1,9,0
Landmark Conference,2024,122774,Keystone,6,0,6,0,5,1,4,0,5,0,5,0,10,1,9,0
Midwest,2024,65,Grinnell,9,2,7,0,5,0,5,0,5,2,3,0,10,2,8,0
Northern Sun,2024,559,University of Mary,10,1,9,0,6,1,5,0,5,1,4,0,11,2,9,0
Wisconsin,2024,272,Wisconsin-Platteville,7,6,1,0,6,6,0,0,5,3,2,0,11,9,2,0
South Atlantic,2024,129469,Anderson (Sc),9,1,8,0,1,0,1,0,5,1,4,0,11,3,8,0
Big Sky,2024,2502,Portland State,8,3,5,0,5,1,3,1,7,2,5,0,12,3,8,1
Conference USA,2024,2348,Louisiana Tech,8,4,4,0,6,4,2,0,5,1,4,0,13,5,8,0
MVFC,2024,155,North Dakota,8,2,6,0,7,5,2,0,5,0,5,0,12,5,7,0
Southern Athletic,2024,2553,Sewanee,7,1,6,0,5,2,3,0,5,0,5,0,10,2,8,0
NEC,2024,2598,St. Francis (PA),7,2,5,0,3,1,2,0,7,2,5,0,11,4,7,0
Big 12,2024,248,Houston,9,3,6,0,6,3,3,0,5,1,4,0,12,4,8,0
American Rivers,2024,49,Dubuque,8,5,3,0,5,2,3,0,4,2,2,0,10,5,5,0
Southern,2024,236,Chattanooga,8,5,3,0,5,3,2,0,7,4,3,0,12,7,5,0
Mid America,2024,2231,Fort Hays State,9,6,3,0,6,6,0,0,5,2,3,0,11,8,3,0
Landmark Conference,2024,216,Susquehanna,6,6,0,0,8,7,1,0,6,5,1,0,14,12,2,0
Pennsylvania State Athletic,2024,2315,Kutztown University,11,10,1,0,7,6,1,0,5,5,0,0,12,11,1,0
SEC,2024,245,Texas A&M,8,5,3,0,7,5,2,0,4,2,2,0,13,8,5,0
SWAC,2024,2582,Southern,10,7,3,0,5,4,1,0,7,3,4,0,13,8,5,0
CAA,2024,2261,Hampton,8,2,6,0,6,2,4,0,5,2,3,0,12,5,7,0
MVFC,2024,79,Southern Illinois,8,2,6,0,6,3,3,0,6,1,5,0,12,4,8,0
Mid-American,2024,2084,Buffalo,8,6,2,0,6,5,1,0,6,3,3,0,13,9,4,0
SEC,2024,344,Mississippi State,8,0,8,0,7,2,5,0,5,0,5,0,12,2,10,0
Big Ten,2024,77,Northwestern,9,2,7,0,0,0,0,0,5,2,3,0,12,4,8,0
South Atlantic,2024,2107,Catawba,9,2,7,0,5,1,4,0,6,2,4,0,11,3,8,0
NACC,2024,2741,Wisconsin-Lutheran,8,6,2,0,5,3,2,0,5,4,1,0,10,7,3,0
Commonwealth Coast,2024,2702,Western New England,5,3,2,0,5,3,2,0,5,3,2,0,10,6,4,0
Patriot,2024,2142,Colgate,6,1,5,0,5,2,3,0,7,0,7,0,12,2,10,0
Southern Athletic,2024,386,Trinity University TX,7,6,1,0,6,4,2,0,5,4,1,0,11,8,3,0
CCIW,2024,75,North Park,9,4,5,0,5,4,1,0,5,1,4,0,10,5,5,0
Great Lakes,2024,2911,William Jewell,8,3,5,0,0,0,0,0,6,4,2,0,11,5,6,0
Big Ten,2024,120,Maryland,9,1,8,0,7,3,4,0,5,1,4,0,12,4,8,0
Rocky Mountain,2024,2069,Black Hills State,9,5,4,0,5,4,1,0,6,2,4,0,11,6,5,0
Gulf South,2024,2560,Shorter,6,1,4,1,5,2,2,1,3,0,2,1,10,3,5,2
Michigan,2024,354,Olivet College,7,2,5,0,5,3,2,0,5,0,5,0,10,3,7,0
Northwest,2024,205,Pacific (OR),8,4,4,0,6,3,3,0,4,2,2,0,10,5,5,0
UAC,2024,2453,North Alabama,8,3,5,0,6,2,4,0,5,1,4,0,12,3,9,0
ECFC,2024,110438,Dean College,3,0,3,0,5,0,5,0,3,0,3,0,8,0,8,0
Great American,2024,200,Southern Nazarene,11,3,8,0,5,1,4,0,6,2,4,0,11,3,8,0
Gulf South,2024,2695,West Alabama,8,6,1,1,7,6,1,0,4,2,1,1,12,9,2,1
Northern Sun,2024,132,Bemidji State,11,7,4,0,6,6,0,0,8,4,4,0,14,10,4,0
Pac-12,2024,265,Washington State,1,0,1,0,6,5,1,0,5,2,3,0,13,8,5,0
NEC,2024,284,Stonehill,6,0,6,0,4,1,3,0,6,0,6,0,11,1,10,0
Big Ten,2024,356,Illinois,9,6,3,0,7,6,1,0,4,2,2,0,13,10,3,0
Pac-12,2024,204,Oregon State,1,1,0,0,7,4,3,0,5,1,4,0,12,5,7,0
Presidents',2024,2018,Allegheny,10,1,9,0,5,0,5,0,5,1,4,0,10,1,9,0
Big Ten,2024,30,USC,9,4,5,0,6,4,2,0,5,1,4,0,13,7,6,0
NEC,2024,2341,Long Island University,6,3,3,0,0,0,0,0,7,2,5,0,12,4,8,0
Gulf South,2024,2822,North Greenville,8,4,3,1,6,3,2,1,4,2,2,0,11,5,5,1
SWAC,2024,50,Florida A&M,8,5,3,0,5,4,1,0,5,1,4,0,12,7,5,0
Sun Belt,2024,295,Old Dominion,8,4,4,0,6,2,4,0,6,3,3,0,12,5,7,0
Southern Collegiate Athletic,2024,101442,CENTENARY,8,4,4,0,0,0,0,0,4,1,3,0,10,4,6,0
Ivy,2024,171,Columbia,7,5,2,0,5,4,1,0,5,3,2,0,10,7,3,0
Great American,2024,2271,Henderson State,11,8,3,0,7,5,2,0,4,3,1,0,11,8,3,0
Northeast 10,2024,2830,St. Anselm,9,5,4,0,5,3,2,0,4,1,3,0,10,5,5,0
SWAC,2024,2296,Jackson State,11,10,1,0,6,6,0,0,6,4,2,0,14,12,2,0
ACC,2024,221,Pittsburgh,8,3,5,0,7,5,2,0,5,2,3,0,13,7,6,0
NEWMAC,2024,2383,Merchant Marine Academy,7,3,4,0,5,2,3,0,4,3,1,0,9,5,4,0
Great American,2024,2264,Harding University,11,10,1,0,6,6,0,0,8,6,2,0,14,12,2,0
Southern,2024,2747,Wofford,8,3,5,0,5,1,4,0,7,4,3,0,12,5,7,0
Northeast 10,2024,2487,Pace,9,2,7,0,6,1,5,0,2,0,2,0,10,2,8,0
Liberty League,2024,175,Ithaca College,6,5,1,0,5,3,2,0,5,3,2,0,10,6,4,0
Pioneer,2024,2368,Marist,8,1,7,0,5,0,5,0,6,1,5,0,11,1,10,0
CIAA,2024,2207,Elizabeth City State,8,1,7,0,4,1,3,0,6,2,4,0,10,3,7,0
MEAC,2024,2169,Delaware State,5,0,5,0,5,0,5,0,7,1,6,0,12,1,11,0
Conference USA,2024,55,Jacksonville State,9,8,1,0,7,6,1,0,6,3,3,0,14,9,5,0
Southern Collegiate Athletic,2024,2639,Texas Lutheran,8,7,1,0,5,5,0,0,4,2,2,0,11,9,2,0
Minnesota,2024,124,Augsburg,8,3,5,0,5,3,2,0,5,1,4,0,10,4,6,0
USA South,2024,2056,Belhaven,8,5,3,0,5,3,2,0,5,2,3,0,10,5,5,0
Minnesota,2024,2802,Bethel (MN),8,6,2,0,5,4,1,0,9,7,2,0,14,11,3,0
Sun Belt,2024,326,Texas State,8,5,3,0,7,4,3,0,4,3,1,0,13,8,5,0
SEC,2024,238,Vanderbilt,8,3,5,0,7,4,3,0,5,2,3,0,13,7,6,0
MSCAC,2024,2843,Western Connecticut St,9,8,1,0,5,5,0,0,5,3,2,0,10,8,2,0
Upper Midwest,2024,446,Martin Luther,7,4,3,0,5,4,1,0,5,2,3,0,10,6,4,0
Pennsylvania State Athletic,2024,223,West Chester,9,4,5,0,6,4,2,0,4,0,4,0,10,4,6,0
Upper Midwest,2024,2257,Greenville,7,5,2,0,4,3,1,0,6,4,2,0,10,7,3,0
American Athletic,2024,2636,UTSA,8,4,4,0,7,7,0,0,6,0,6,0,13,7,6,0
Pioneer,2024,2166,Davidson,8,4,4,0,6,5,1,0,5,1,4,0,11,6,5,0
SEC,2024,145,Ole Miss,8,5,3,0,7,6,1,0,5,3,2,0,13,10,3,0
UAC,2024,2110,Central Arkansas,8,3,5,0,5,4,1,0,7,2,5,0,12,6,6,0
Midwest,2024,262,Lake Forest College,9,9,0,0,6,5,1,0,5,5,0,0,11,10,1,0
MVFC,2024,282,Indiana State,8,3,5,0,6,4,2,0,6,0,6,0,12,4,8,0
Pennsylvania State Athletic,2024,2559,Shippensburg,10,2,8,0,5,1,4,0,6,1,5,0,11,2,9,0
ACC,2024,52,Florida State,8,1,7,0,7,2,5,0,4,0,4,0,12,2,10,0
Big 12,2024,2306,Kansas State,9,5,4,0,6,5,1,0,6,3,3,0,13,9,4,0
CAA,2024,311,Maine,8,3,5,0,5,3,2,0,7,2,5,0,12,5,7,0
Big 12,2024,2116,UCF,9,2,7,0,7,3,4,0,5,1,4,0,12,4,8,0
Old Dominion,2024,2258,Guilford College,7,0,7,0,5,2,3,0,5,1,4,0,10,3,7,0
NACC,2024,2283,Benedictine University,8,3,5,0,4,1,3,0,6,4,2,0,10,5,5,0
Mountain West,2024,36,Colorado State,7,6,1,0,7,6,1,0,5,2,3,0,13,8,5,0
American Athletic,2024,235,Memphis,8,6,2,0,7,7,0,0,4,2,2,0,13,11,2,0
Big Sky,2024,16,Sacramento State,8,1,7,0,5,2,3,0,7,1,6,0,12,3,9,0
ACC,2024,2567,SMU,9,8,1,0,7,6,1,0,6,5,1,0,14,11,3,0
Mid America,2024,137,Missouri Western,9,2,7,0,6,2,4,0,5,2,3,0,11,4,7,0
SIAC,2024,2542,Savannah St,8,4,4,0,5,2,3,0,5,3,2,0,10,5,5,0
Midwest,2024,268,Lawrence University,9,1,8,0,5,0,5,0,5,1,4,0,10,1,9,0
Wisconsin,2024,2738,Wisconsin-Eau Claire,7,1,6,0,5,1,4,0,5,1,4,0,10,2,8,0
Big Sky,2024,302,UC Davis,8,7,1,0,7,6,1,0,7,5,2,0,14,11,3,0
Gulf South,2024,2804,Chowan,8,3,5,0,5,3,2,0,5,0,5,0,10,3,7,0
NACC,2024,2044,Aurora,8,8,0,0,5,4,1,0,6,5,1,0,11,9,2,0
NESCAC,2024,2731,Williams,9,5,4,0,5,4,1,0,4,1,3,0,9,5,4,0
Empire 8,2024,173,Hartwick,7,1,6,0,5,1,4,0,4,0,4,0,10,2,8,0
Mid-American,2024,189,Bowling Green,8,6,2,0,6,3,3,0,6,4,2,0,13,7,6,0
Big Ten,2024,84,Indiana,9,8,1,0,8,8,0,0,4,2,2,0,13,11,2,0
Southern Athletic,2024,2519,Rhodes College,7,2,5,0,5,2,3,0,5,1,4,0,10,3,7,0
Big South-OVC,2024,2634,Tennessee State,8,6,2,0,5,4,1,0,7,4,3,0,13,9,4,0
SWAC,2024,2011,Alabama State,8,5,3,0,6,4,2,0,3,1,2,0,12,7,5,0
MVFC,2024,2449,North Dakota State,9,8,1,0,9,9,0,0,6,4,2,0,16,14,2,0
Mountain West,2024,62,Hawai'i,7,3,4,0,7,4,3,0,5,1,4,0,12,5,7,0
Mountain East,2024,2699,West Liberty,9,2,7,0,6,2,4,0,5,0,5,0,11,2,9,0
SEC,2024,2579,South Carolina,8,5,3,0,7,5,2,0,5,4,1,0,13,9,4,0
MVFC,2024,2460,Northern Iowa,8,1,7,0,5,2,3,0,7,1,6,0,12,3,9,0
Big 12,2024,38,Colorado,10,7,3,0,6,5,1,0,5,4,1,0,13,9,4,0
Big 12,2024,66,Iowa State,10,7,3,0,7,6,1,0,4,4,0,0,14,11,3,0
Centennial,2024,2234,Franklin & Marshall,6,3,3,0,5,4,1,0,5,2,3,0,10,6,4,0
American Athletic,2024,202,Tulsa,8,1,7,0,6,2,4,0,6,1,5,0,12,3,9,0
CIAA,2024,2940,Livingstone,7,4,3,0,7,5,2,0,3,1,2,0,10,6,4,0
Rocky Mountain,2024,2714,Western Colorado,9,8,1,0,8,6,2,0,5,5,0,0,13,11,2,0
Sun Belt,2024,2032,Arkansas State,8,5,3,0,6,5,1,0,6,2,4,0,13,8,5,0
Patriot,2024,2083,Bucknell,6,4,2,0,6,4,2,0,6,2,4,0,12,6,6,0
FBS Independents,2024,41,UConn,1,1,0,0,7,6,1,0,5,2,3,0,13,9,4,0
Pennsylvania State Athletic,2024,209,Lock Haven University,10,4,6,0,5,3,2,0,6,2,4,0,11,5,6,0
SEC,2024,251,Texas,9,7,2,0,8,7,1,0,4,4,0,0,16,13,3,0
Great Lakes,2024,2402,Missouri S&T,8,3,5,0,5,3,2,0,5,0,5,0,11,4,7,0
Great Midwest Athletic,2024,2682,Walsh,9,4,5,0,5,3,2,0,5,2,3,0,11,5,6,0
Mountain East,2024,2249,Glenville State,9,7,2,0,5,3,2,0,6,4,2,0,11,7,4,0
South Atlantic,2024,2105,Carson-Newman College,9,7,2,0,5,5,0,0,7,4,3,0,12,9,3,0
Mountain West,2024,21,San Diego State,7,2,5,0,6,2,4,0,6,1,5,0,12,3,9,0
Big South-OVC,2024,2241,Gardner-Webb,8,3,5,0,5,2,3,0,7,2,5,0,12,4,8,0
Minnesota,2024,2101,Carleton,8,4,4,0,5,3,2,0,5,2,3,0,10,5,5,0
NEWMAC,2024,81,Springfield,7,7,0,0,6,6,0,0,7,6,1,0,13,12,1,0
Empire 8,2024,2782,Cortland,7,7,0,0,7,6,1,0,4,4,0,0,12,11,1,0
Midwest,2024,2155,Cornell College (IA),9,5,4,0,5,3,2,0,5,2,3,0,10,5,5,0
Pennsylvania State Athletic,2024,2188,East Stroudsburg University,11,9,2,0,5,4,1,0,7,6,1,0,12,10,2,0
Big Sky,2024,2692,Weber State,8,3,5,0,5,2,3,0,7,2,5,0,12,4,8,0
Patriot,2024,322,Lafayette,6,2,4,0,5,3,2,0,7,3,4,0,12,6,6,0
Midwest,2024,2919,Monmouth (IL),9,8,1,0,5,4,1,0,5,4,1,0,10,8,2,0
Midwest,2024,266,Beloit,9,1,8,0,5,0,5,0,5,1,4,0,10,1,9,0
Northern Sun,2024,3066,Concordia University St Paul,10,2,8,0,5,0,5,0,6,2,4,0,11,2,9,0
Wisconsin,2024,2723,Wisconsin-River Falls,7,4,3,0,5,5,0,0,5,2,3,0,10,7,3,0
Sun Belt,2024,2572,Southern Miss,8,0,8,0,6,1,5,0,6,0,6,0,12,1,11,0
Heartland,2024,2023,Anderson (IN),6,1,5,0,5,1,4,0,5,1,4,0,10,2,8,0
Sun Belt,2024,6,South Alabama,8,5,3,0,6,3,3,0,6,3,3,0,13,7,6,0
Northeast 10,2024,2038,Assumption,9,6,3,0,4,3,1,0,5,2,3,0,10,6,4,0
MEAC,2024,2569,South Carolina State,5,5,0,0,5,5,0,0,6,4,2,0,12,9,3,0
GLIAC,2024,2222,Ferris State,7,7,0,0,9,9,0,0,5,4,1,0,15,14,1,0
Centennial,2024,2667,Ursinus,6,5,1,0,5,4,1,0,6,5,1,0,11,9,2,0
Great American,2024,2568,Southern Arkansas,11,9,2,0,4,3,1,0,7,6,1,0,11,9,2,0
Great Midwest Athletic,2024,2316,Kentucky Wesleyan,9,1,8,0,6,1,5,0,4,1,3,0,11,2,9,0
Great Midwest Athletic,2024,437,Lake Erie,9,1,8,0,6,1,5,0,5,1,4,0,11,2,9,0
Southern,2024,2193,East Tennessee State,8,5,3,0,6,3,3,0,6,4,2,0,12,7,5,0
Northern Sun,2024,2894,Sioux Falls,10,7,3,0,5,4,1,0,6,4,2,0,11,8,3,0
American Athletic,2024,218,Temple,8,2,6,0,6,3,3,0,6,0,6,0,12,3,9,0
Pennsylvania State Athletic,2024,2205,Edinboro University,10,2,8,0,6,2,4,0,5,1,4,0,11,3,8,0
Gulf South,2024,2673,Valdosta State,8,7,0,1,9,8,0,1,5,5,0,0,15,13,1,1
North Coast,2024,89,Wabash College,8,7,1,0,5,5,0,0,5,3,2,0,10,8,2,0
Mid-American,2024,2199,Eastern Michigan,8,2,6,0,6,3,3,0,6,2,4,0,12,5,7,0
Ivy,2024,159,Dartmouth,7,5,2,0,5,4,1,0,5,4,1,0,10,8,2,0
USA South,2024,2896,Southern Virginia,8,1,7,0,4,0,4,0,6,1,5,0,10,1,9,0
ACC,2024,154,Wake Forest,8,2,6,0,7,1,6,0,5,3,2,0,12,4,8,0
American Southwest,2024,2371,Mary Hardin-Baylor,7,5,2,0,4,3,1,0,7,5,2,0,12,8,4,0
Great American,2024,2927,Southwestern Oklahoma State,11,3,8,0,6,2,4,0,5,1,4,0,11,3,8,0
MEAC,2024,2450,Norfolk State,5,2,3,0,5,3,2,0,5,1,4,0,12,4,8,0
Big Sky,2024,70,Idaho,9,6,3,0,6,6,0,0,8,4,4,0,14,10,4,0
Mid America,2024,2403,Missouri Southern State,9,1,8,0,5,1,4,0,6,1,5,0,11,2,9,0
American Athletic,2024,58,South Florida,8,4,4,0,5,3,2,0,6,3,3,0,13,7,6,0
New Jersey,2024,3112,Christopher Newport,6,5,1,0,5,3,2,0,5,4,1,0,10,7,3,0
Michigan,2024,2651,Trine University,7,4,3,0,5,3,2,0,5,3,2,0,10,6,4,0
Big 12,2024,2305,Kansas,9,4,5,0,0,0,0,0,6,1,5,0,12,5,7,0
MSCAC,2024,110,Mass Maritime,9,5,4,0,4,1,3,0,6,4,2,0,10,5,5,0
Minnesota,2024,133,St. Olaf,8,5,3,0,5,5,0,0,5,2,3,0,10,7,3,0
FCS Independents,2024,2771,Merrimack,1,0,1,0,5,2,3,0,6,3,3,0,11,5,6,0
Southland,2024,2377,McNeese,7,3,4,0,5,4,1,0,7,2,5,0,12,6,6,0
GLIAC,2024,131,Wayne State (MI),7,2,5,0,6,2,4,0,5,0,5,0,11,2,9,0
Big 12,2024,2132,Cincinnati,9,3,6,0,6,3,3,0,6,2,4,0,12,5,7,0
Sun Belt,2024,309,Louisiana,9,7,2,0,7,4,3,0,6,6,0,0,14,10,4,0
MVFC,2024,2623,Missouri State,8,6,2,0,5,4,1,0,7,4,3,0,12,8,4,0
Great Lakes,2024,389,Upper Iowa University,8,6,2,0,5,3,2,0,6,4,2,0,11,7,4,0
Midwest,2024,255,Knox College,9,2,7,0,5,1,4,0,5,2,3,0,10,3,7,0
FBS Independents,2024,113,Massachusetts,1,0,1,0,6,2,4,0,6,0,6,0,12,2,10,0
NEC,2024,2681,Wagner,6,2,4,0,5,2,3,0,7,2,5,0,12,4,8,0
NESCAC,2024,340,Bowdoin,9,3,6,0,4,1,3,0,5,2,3,0,9,3,6,0
Conference USA,2024,2534,Sam Houston,8,6,2,0,5,4,1,0,5,3,2,0,13,10,3,0
Ivy,2024,43,Yale,7,4,3,0,5,4,1,0,5,3,2,0,10,7,3,0
Heartland,2024,2419,Mount St. Joseph,6,6,0,0,5,3,2,0,6,5,1,0,11,8,3,0
American Athletic,2024,249,North Texas,8,3,5,0,6,3,3,0,6,3,3,0,13,6,7,0
South Atlantic,2024,2213,Emory & Henry College,9,7,2,0,6,6,0,0,4,2,2,0,11,9,2,0
Ivy,2024,163,Princeton,7,2,5,0,5,3,2,0,5,0,5,0,10,3,7,0
American Rivers,2024,263,Loras College,8,2,6,0,5,1,4,0,5,1,4,0,10,2,8,0
Southern Collegiate Athletic,2024,2045,Austin,8,2,6,0,5,1,4,0,3,0,3,0,10,2,8,0
Southland,2024,2617,Stephen F. Austin,8,4,4,0,6,5,1,0,6,2,4,0,12,7,5,0
Landmark Conference,2024,2354,Lycoming,6,2,4,0,5,3,2,0,5,1,4,0,10,4,6,0
SIAC,2024,2657,Tuskegee,8,5,3,0,3,1,2,0,6,3,3,0,11,5,6,0
Centennial,2024,2248,Gettysburg,6,1,5,0,5,1,4,0,5,1,4,0,10,2,8,0
Rocky Mountain,2024,2570,CSU Pueblo,9,9,0,0,7,5,2,0,5,5,0,0,12,10,2,0
ACC,2024,103,Boston College,8,4,4,0,7,6,1,0,5,1,4,0,13,7,6,0
UAC,2024,2046,Austin Peay,8,3,5,0,7,1,6,0,5,3,2,0,12,4,8,0
CCIW,2024,72,Elmhurst,9,3,6,0,5,2,3,0,5,1,4,0,10,3,7,0
American Rivers,2024,6845,Nebraska Wesleyan,8,2,6,0,0,0,0,0,4,1,3,0,10,3,7,0
USA South,2024,2373,Maryville College (TN),8,7,0,1,5,4,0,1,7,5,2,0,12,9,2,1
South Atlantic,2024,351,Wingate,9,7,1,1,7,5,1,1,5,4,1,0,12,9,2,1
Lone Star,2024,2658,Texas A&M-Kingsville,9,6,3,0,6,3,3,0,5,4,1,0,11,7,4,0
Big Sky,2024,13,Cal Poly,8,2,6,0,5,2,3,0,6,1,5,0,11,3,8,0
Mountain East,2024,112335,Wheeling,9,5,4,0,6,2,4,0,5,4,1,0,11,6,5,0
Empire 8,2024,390,Utica,7,3,4,0,5,2,3,0,4,2,2,0,10,5,5,0
SWAC,2024,2640,Texas Southern,8,4,4,0,5,3,2,0,6,2,4,0,11,5,6,0
Northwest,2024,2333,Lewis & Clark College,9,5,4,0,6,4,2,0,4,1,3,0,10,5,5,0
SIAC,2024,2805,Clark Atlanta,9,6,3,0,4,2,2,0,6,5,1,0,11,7,3,1
Landmark Conference,2024,398,Wilkes,6,5,1,0,5,3,2,0,5,4,1,0,10,7,3,0
Great Lakes,2024,2876,Lincoln (MO),8,0,8,0,6,1,5,0,5,0,5,0,11,1,10,0
UAC,2024,2627,Tarleton State,8,6,2,0,7,5,2,0,7,5,2,0,14,10,4,0
Presidents',2024,2614,Saint Vincent,10,1,9,0,5,0,5,0,5,1,4,0,10,1,9,0
Pennsylvania State Athletic,2024,611,Seton Hill,9,3,6,0,5,2,3,0,6,1,5,0,11,3,8,0
SEC,2024,2,Auburn,8,2,6,0,8,4,4,0,4,1,3,0,12,5,7,0
SWAC,2024,2065,Bethune-Cookman,8,2,6,0,5,1,4,0,6,1,5,0,12,2,10,0
Pioneer,2024,301,San Diego,8,6,2,0,6,6,0,0,5,2,3,0,11,8,3,0
Minnesota,2024,375,St. Scholastica,8,3,5,0,5,2,3,0,5,2,3,0,10,4,6,0
Northern Sun,2024,2817,Minnesota State Moorhead,10,6,4,0,5,2,3,0,6,4,2,0,11,6,5,0
SEC,2024,61,Georgia,9,7,2,0,6,6,0,0,4,2,2,0,14,11,3,0
Big Ten,2024,135,Minnesota,9,5,4,0,7,4,3,0,5,3,2,0,13,8,5,0
Michigan,2024,2800,Alma,7,6,1,0,5,3,2,0,4,4,0,0,10,8,2,0
Big 12,2024,9,Arizona State,10,8,2,0,6,6,0,0,6,4,2,0,14,11,3,0
Ohio,2024,2302,John Carroll University,10,8,2,0,6,6,0,0,6,3,3,0,12,9,3,0
SWAC,2024,2010,Alabama A&M,8,4,4,0,5,4,1,0,5,2,3,0,12,6,6,0
SEC,2024,142,Missouri,8,5,3,0,7,7,0,0,5,2,3,0,13,10,3,0
Big Ten,2024,2509,Purdue,9,0,9,0,6,1,5,0,6,0,6,0,12,1,11,0
Michigan,2024,126,Kalamazoo,7,1,6,0,6,3,3,0,4,1,3,0,10,4,6,0
Northwest,2024,2721,Whitworth,7,6,1,0,6,5,1,0,6,5,1,0,12,10,2,0
Southern,2024,231,Furman,8,2,5,1,6,1,4,1,6,2,4,0,12,3,8,1
Mountain East,2024,2128,University Of Charleston (WV),9,9,0,0,7,6,1,0,5,5,0,0,12,11,1,0
SEC,2024,57,Florida,8,4,4,0,7,5,2,0,4,2,2,0,13,8,5,0
Liberty League,2024,174,Hobart College,6,6,0,0,5,5,0,0,6,4,2,0,11,9,2,0
Southland,2024,2277,Houston Christian,7,3,4,0,6,4,2,0,6,1,5,0,12,5,7,0
Landmark Conference,2024,323,Moravian,6,4,2,0,5,4,1,0,5,2,3,0,10,6,4,0
Mountain West,2024,23,San José State,7,3,4,0,7,5,2,0,5,2,3,0,13,7,6,0
Empire 8,2024,374,St John Fisher University,7,2,5,0,5,2,3,0,4,0,4,0,10,3,7,0
Mid Atlantic,2024,2015,Albright,9,1,8,0,5,2,3,0,5,0,5,0,10,2,8,0
FCS Independents,2024,2529,Sacred Heart,1,1,0,0,6,4,2,0,5,1,4,0,11,5,6,0
Great Lakes,2024,2586,Southwest Baptist,8,1,7,0,5,2,3,0,5,0,5,0,10,2,8,0
Mountain West,2024,328,Utah State,7,3,4,0,6,3,3,0,6,1,5,0,12,4,8,0
Southern Athletic,2024,2757,Berry College,7,6,1,0,6,4,2,0,5,4,1,0,11,8,3,0
Empire 8,2024,125974,Hilbert College,7,0,7,0,0,0,0,0,6,0,6,0,10,0,10,0
ACC,2024,25,California,8,2,6,0,7,4,3,0,5,2,3,0,13,6,7,0
Northern Sun,2024,568,Minot State,10,4,6,0,6,4,2,0,5,1,4,0,11,5,6,0
Big 12,2024,197,Oklahoma State,9,0,9,0,6,2,4,0,6,1,5,0,12,3,9,0
ACC,2024,258,Virginia,8,3,5,0,6,2,4,0,6,3,3,0,12,5,7,0
Big Ten,2024,127,Michigan State,9,3,6,0,7,4,3,0,5,1,4,0,12,5,7,0
CCIW,2024,74,Millikin,9,0,9,0,5,0,5,0,5,0,5,0,10,0,10,0
Pioneer,2024,2674,Valparaiso,8,2,5,1,6,3,3,0,6,1,4,1,12,4,7,1
ACC,2024,228,Clemson,9,8,1,0,7,5,2,0,5,4,1,0,14,10,4,0
NACC,2024,2151,Concordia University Chicago,8,1,7,0,5,1,4,0,5,1,4,0,10,2,8,0
Wisconsin,2024,2745,Wisconsin-Whitewater,7,4,3,0,5,4,1,0,4,1,3,0,10,6,4,0
Old Dominion,2024,2079,Bridgewater (VA),7,4,3,0,5,3,2,0,5,3,2,0,10,6,4,0
Ivy,2024,219,Pennsylvania,7,2,5,0,5,2,3,0,5,2,3,0,10,4,6,0
Presidents',2024,146,Grove City College,10,9,1,0,5,5,0,0,6,4,2,0,11,9,2,0
Great Midwest Athletic,2024,2838,Tiffin,9,7,2,0,6,6,0,0,5,2,3,0,11,8,3,0
Mountain East,2024,455,West Virginia Wesleyan,9,0,9,0,5,0,5,0,5,0,5,0,11,0,11,0
CAA,2024,2405,Monmouth,8,4,4,0,6,3,3,0,5,2,3,0,12,6,6,0
American Athletic,2024,2429,Charlotte,8,4,4,0,6,3,3,0,6,2,4,0,12,5,7,0
Great Midwest Athletic,2024,308,Ashland,9,8,1,0,5,4,1,0,7,4,3,0,13,9,4,0
Presidents',2024,2242,Geneva,10,5,5,0,5,3,2,0,5,2,3,0,10,5,5,0
ACC,2024,259,Virginia Tech,8,4,4,0,6,4,2,0,6,2,4,0,13,6,7,0
Northeast 10,2024,2060,Bentley,9,7,2,0,4,3,1,0,4,3,1,0,10,8,2,0
Patriot,2024,2329,Lehigh,6,5,1,0,6,5,1,0,6,3,3,0,13,9,4,0
